,Residency,Num1,Num2a,Num2b,Num3
2513,ES,0.175,0.35,,
2514,ES,0.4,0.6,,
2515,ES,0.04,0.6,,
2516,ES,0.2,0.2,,
2517,ES,0.1,0.7,,
2518,ES,0.25,,0.328571,0.0005
2519,ES,0.1,0.6,,
2520,ES,0.25,,0.857143,0.35
2521,ES,0.2,0.6,,
2522,ES,0.025,0.6,,
2523,ES,0.1,1.0,,
2524,ES,0.4,1.0,,
2525,ES,0.4,0.6,,
2526,ES,0.75,0.8,,
2527,ES,0.4,0.5,,
2528,ES,1.0,1.0,,
2529,ES,0.3,0.1,,
2530,ES,0.1,0.6,,
2531,ES,0.1,0.6,,
2532,ES,0.4,0.5,,
2533,ES,0.25,,0.285714,
2534,ES,0.4,0.6,,
2535,ES,0.4,0.8,,
2536,ES,0.4,0.5,,
2537,ES,0.1,0.5,,
2538,ES,0.4,1.0,,
2539,ES,0.1,0.2,,
2540,ES,0.3,0.5,,
2541,ES,0.5,0.5,,
2542,ES,0.5,0.5,,
2543,ES,0.2,0.6,,
2544,ES,0.1,0.8,,
2545,ES,0.8,0.6,,
2546,ES,0.4,0.0,,
2547,ES,0.02,0.1,,
2548,ES,0.33,0.32,,
2549,ES,0.75,1.0,,
2550,ES,0.1,0.32,,
2551,ES,0.1,0.3,,
2552,ES,0.4,0.24,,
2553,ES,0.2,0.6,,
2554,ES,0.1,0.6,,
2555,ES,0.5,0.06,,
2556,ES,0.1,0.5,,
2557,ES,0.25,,0.571429,0.2
2558,ES,0.05,0.7,,
2559,ES,0.6,0.5,,
2560,ES,,0.4,,
2561,ES,0.1,0.5,,
2562,ES,0.25,,0.142857,0.15
2563,ES,0.1,0.6,,
2564,ES,0.6,0.8,,
2565,ES,0.4,0.3,,
2566,ES,0.002,0.5,,
2567,ES,0.65,1.0,,
2568,ES,0.25,,0.951429,0.2
2569,ES,0.5,0.6,,
2570,ES,0.4,0.6,,
2571,ES,0.03,0.2,,
2572,ES,0.4,0.5,,
2573,ES,0.7,0.1,,
2574,ES,0.4,0.5,,
2575,ES,0.1,0.06,,
2576,ES,0.3,0.5,,
2577,ES,0.2,0.4,,
2578,ES,,,,
2579,ES,0.1,0.5,,
2580,ES,0.2,0.6,,
2581,ES,0.5,0.4,,
2582,ES,0.3,1.0,,
2583,ES,0.25,,0.157143,0.16
2584,ES,0.1,0.5,,
2585,ES,0.1,0.1,,
2586,ES,0.1,0.4,,
2587,ES,0.1,0.5,,
2588,ES,0.25,,0.428571,0.05
2589,ES,1.0,0.1,,
2590,ES,0.6,0.24,,
2591,ES,0.6,0.9,,
2592,ES,0.4,0.1,,
2593,ES,0.1,0.6,,
2594,ES,0.01,1.0,,
2595,ES,0.04,0.6,,
2596,ES,0.5,0.6,,
2597,ES,0.75,0.6,,
2598,ES,0.04,0.6,,
2599,ES,0.1,0.5,,
2600,ES,0.2,0.6,,
2601,ES,0.25,,0.285714,
2602,ES,0.8,0.2,,
2603,ES,,,,
2604,ES,0.6,0.4,,
2605,ES,0.1,0.6,,
2606,ES,0.25,,0.3,0.5
2607,ES,0.25,,0.285714,
2608,ES,0.4,0.6,,
2609,ES,0.1,0.06,,
2610,ES,0.4,0.6,,
2611,ES,0.1,0.2,,
2612,ES,0.04,0.06,,
2613,ES,0.4,0.6,,
2614,ES,0.1,0.5,,
2615,ES,0.2,0.5,,
2616,ES,0.1,0.6,,
2617,ES,0.6,0.8,,
2618,ES,0.1,1.0,,
2619,ES,0.7,1.0,,
2620,ES,0.3,0.6,,
2621,ES,0.15,1.0,,
2622,ES,0.6,0.6,,
2623,ES,0.08,0.04,,
2624,ES,1.0,0.1,,
2625,ES,0.1,0.6,,
2626,ES,0.4,0.8,,
2627,ES,0.1,0.6,,
2628,ES,0.1,0.4,,
2629,ES,0.4,0.6,,
2630,ES,1.0,0.1,,
2631,ES,0.6,0.36,,
2632,ES,0.3,0.6,,
2633,ES,0.4,0.6,,
2634,ES,0.1,0.6,,
2635,ES,0.25,,0.285714,
2636,ES,0.15,0.06,,
2637,ES,0.1,0.6,,
2638,ES,0.0025,0.6,,
2639,ES,0.4,1.0,,
2640,ES,0.07,0.1,,
2641,ES,0.3,1.0,,
2642,ES,0.2,0.4,,
2643,ES,,,,
2644,ES,1.0,0.9,,
2645,ES,0.1,0.6,,
2646,ES,0.5,0.5,,
2647,ES,0.25,,0.5,0.5
2648,ES,0.1,0.6,,
2649,ES,0.15,0.1,,
2650,ES,0.2,0.6,,
2651,ES,0.3,0.7,,
2652,ES,0.6,0.4,,
2653,ES,0.55,0.0,,
2654,ES,0.25,,0.285714,
2655,ES,0.15,0.6,,
2656,ES,0.6,0.6,,
2657,ES,0.1,0.7,,
2658,ES,0.65,0.02,,
2659,ES,0.3,0.5,,
2660,ES,0.4,0.7,,
2661,ES,0.25,,0.285714,
2662,ES,0.1,0.1,,
2663,ES,0.25,,0.314286,0.04
2664,ES,0.3,0.5,,
2665,ES,0.15,0.66,,
2666,ES,0.2,1.0,,
2667,ES,0.1,0.1,,
2668,ES,0.2,0.5,,
2669,ES,0.3,0.6,,
2670,ES,0.4,0.06,,
2671,ES,0.22,0.5,,
2672,ES,0.03,0.6,,
2673,ES,0.1,0.2,,
2674,ES,0.6,1.0,,
2675,ES,0.4,0.6,,
2676,ES,0.2,0.4,,
2677,ES,0.3,0.5,,
2678,ES,0.4,0.5,,
2679,ES,0.25,,0.328571,0.1
2680,ES,0.4,0.6,,
2681,ES,0.04,0.3,,
2682,ES,0.3,1.0,,
2683,ES,0.6,1.0,,
2684,ES,0.25,,0.285714,
2685,ES,0.4,0.6,,
2686,ES,0.4,1.0,,
2687,ES,0.1,0.6,,
2688,ES,0.5,0.6,,
2689,ES,0.25,,0.085714,0.6
2690,ES,0.4,0.6,,
2691,ES,0.5,1.0,,
2692,ES,0.04,0.1,,
2693,ES,0.4,0.7,,
2694,ES,0.33,0.6,,
2695,ES,0.1,0.6,,
2696,ES,0.2,1.0,,
2697,ES,0.25,,0.285714,
2698,ES,0.15,0.06,,
2699,ES,0.2,0.5,,
2700,ES,0.4,0.5,,
2701,ES,0.25,,0.142857,0.05
2702,ES,0.4,0.6,,
2703,ES,0.2,0.1,,
2704,ES,0.25,,0.285714,
2705,ES,0.25,,0.342857,0.2
2706,ES,0.1,0.6,,
2707,ES,0.2,0.6,,
2708,ES,0.3,0.1,,
2709,ES,0.5,0.66,,
2710,ES,0.25,,0.285714,
2711,ES,0.4,0.6,,
2712,ES,0.1,0.6,,
2713,ES,0.2,0.3,,
2714,ES,0.65,1.0,,
2715,ES,0.04,1.0,,
2716,ES,0.1,0.5,,
2717,ES,0.7,0.4,,
2718,ES,0.5,0.6,,
2719,ES,0.1,0.6,,
2720,ES,,,,
2721,ES,0.25,,0.285714,
2722,ES,0.75,0.5,,
2723,ES,0.1,0.1,,
2724,ES,0.5,0.4,,
2725,ES,0.3,1.0,,
2726,ES,0.15,0.3,,
2727,ES,0.5,0.6,,
2728,ES,0.1,0.6,,
2729,ES,0.4,0.6,,
2730,ES,0.1,0.06,,
2731,ES,0.25,,0.328571,0.075
2732,ES,0.0333,0.5,,
2733,ES,0.25,,0.285714,
2734,ES,0.02,0.06,,
2735,ES,0.5,0.06,,
2736,ES,0.02,0.44,,
2737,ES,0.25,,0.328571,0.04
2738,ES,0.1,0.1,,
2739,ES,0.5,0.06,,
2740,ES,0.2,0.6,,
2741,ES,0.1,0.5,,
2742,ES,0.03,0.2,,
2743,ES,0.1,0.6,,
2744,ES,0.8,0.5,,
2745,ES,0.8,0.6,,
2746,ES,0.75,0.5,,
2747,ES,0.1,,,
2748,ES,0.0,1.0,,
2749,ES,0.75,1.0,,
2750,ES,0.1,0.6,,
2751,ES,0.4,0.6,,
2752,ES,0.6,0.3,,
2753,ES,0.1,0.6,,
2754,ES,0.2,0.06,,
2755,ES,0.25,,0.328571,0.2
2756,ES,0.2,0.6,,
2757,ES,0.1,0.6,,
2758,ES,0.5,0.2,,
2759,ES,0.2,0.5,,
2760,ES,0.65,0.6,,
2761,ES,0.1,0.2,,
2762,ES,0.25,,0.328571,0.09
2763,ES,0.2,0.6,,
2764,ES,0.33,0.6,,
2765,ES,0.04,0.3,,
2766,ES,0.15,0.4,,
2767,ES,0.25,,0.328571,0.2
2768,ES,0.2,0.0,,
2769,ES,0.4,0.6,,
2770,ES,0.25,,0.357143,0.04
2771,ES,0.07,0.5,,
2772,ES,0.4,0.6,,
2773,ES,0.3,0.5,,
2774,ES,0.75,0.4,,
2775,ES,0.4,0.6,,
2776,ES,0.4,0.8,,
2777,ES,0.3,0.6,,
2778,ES,0.6,0.3,,
2779,ES,0.25,,0.5,0.04
2780,ES,0.04,0.6,,
2781,ES,0.25,,0.285714,
2782,ES,0.9,0.4,,
2783,ES,1.0,1.0,,
2784,ES,0.3,1.0,,
2785,ES,0.75,0.7,,
2786,ES,0.4,0.6,,
2787,ES,0.6,0.5,,
2788,ES,0.4,0.6,,
2789,ES,0.001,0.5,,
2790,ES,0.4,0.6,,
2791,ES,0.1,0.8,,
2792,ES,0.25,,0.285714,
2793,ES,0.5,0.5,,
2794,ES,0.2,0.5,,
2795,ES,0.25,,0.142857,0.2
2796,ES,0.4,0.5,,
2797,ES,0.2,0.12,,
2798,ES,0.3,0.32,,
2799,ES,0.4,0.6,,
2800,ES,0.03,0.5,,
2801,ES,0.1,0.7,,
2802,ES,,0.1,,
2803,ES,0.2,0.48,,
2804,ES,0.2,0.7,,
2805,ES,0.05,0.1,,
2806,ES,0.5,0.1,,
2807,ES,0.3,0.6,,
2808,ES,0.2,0.66,,
2809,ES,0.08,0.6,,
2810,ES,0.2,0.08,,
2811,ES,0.3,0.4,,
2812,ES,0.5,0.5,,
2813,ES,0.02,0.2,,
2814,ES,0.4,0.7,,
2815,ES,0.05,0.1,,
2816,ES,0.25,,0.328571,0.15
2817,ES,0.1,0.5,,
2818,ES,0.8,0.1,,
2819,ES,0.4,0.8,,
2820,ES,0.4,0.06,,
2821,ES,0.25,,0.314286,0.4
2822,ES,0.2,1.0,,
2823,ES,,,,
2824,ES,0.5,0.5,,
2825,ES,0.8,0.06,,
2826,ES,0.1,0.5,,
2827,ES,0.5,0.6,,
2828,ES,0.2,0.1,,
2829,ES,0.4,0.7,,
2830,ES,0.2,0.6,,
2831,ES,0.9,0.4,,
2832,ES,0.2,0.1,,
2833,ES,0.5,1.0,,
2834,ES,0.1,0.5,,
2835,ES,1.0,1.0,,
2836,ES,0.2,0.6,,
2837,ES,0.55,0.4,,
2838,ES,0.6,0.6,,
2839,ES,0.1,0.2,,
2840,ES,0.4,0.5,,
2841,ES,0.6,0.6,,
2842,ES,0.2,0.6,,
2843,ES,0.95,0.1,,
2844,ES,0.25,,0.328571,0.5
2845,ES,0.1,0.02,,
2846,ES,0.45,0.9,,
2847,ES,0.85,0.36,,
2848,ES,0.01,1.0,,
2849,ES,0.02,0.6,,
2850,ES,0.5,0.06,,
2851,ES,0.4,1.0,,
2852,ES,0.2,0.04,,
2853,ES,0.1,0.5,,
2854,ES,0.05,0.6,,
2855,ES,0.1,0.32,,
2856,ES,0.02,0.02,,
2857,ES,0.33,0.76,,
2858,ES,0.4,0.6,,
2859,ES,0.2,0.5,,
2860,ES,0.25,,0.342857,0.5
2861,ES,0.3,0.5,,
2862,ES,0.1,0.6,,
2863,ES,0.2,0.2,,
2864,ES,0.4,0.6,,
2865,ES,0.5,0.8,,
2866,ES,0.5,1.0,,
2867,ES,0.25,,0.285714,
2868,ES,0.1,0.6,,
2869,ES,0.4,0.6,,
2870,ES,0.3,0.06,,
2871,ES,0.75,0.6,,
2872,ES,0.1,0.02,,
2873,ES,0.1,0.5,,
2874,ES,0.75,0.4,,
2875,ES,0.4,0.6,,
2876,ES,0.03,0.6,,
2877,ES,0.4,0.1,,
2878,ES,0.45,0.7,,
2879,ES,,,,
2880,ES,0.2,0.6,,
2881,ES,0.2,0.2,,
2882,ES,0.05,0.6,,
2883,ES,0.1,0.6,,
2884,ES,0.1,0.6,,
2885,ES,0.04,0.5,,
2886,ES,0.5,0.3,,
2887,ES,0.4,0.6,,
2888,ES,0.1,0.5,,
2889,ES,0.5,1.0,,
2890,ES,0.05,0.6,,
2891,ES,0.25,,0.428571,0.15
2892,ES,0.5,0.1,,
2893,ES,0.5,0.6,,
2894,ES,0.6,0.08,,
2895,ES,,0.5,,
2896,ES,0.2,0.5,,
2897,ES,0.1,0.6,,
2898,ES,0.03,0.1,,
2899,ES,0.5,1.0,,
2900,ES,0.25,,0.285714,
2901,ES,0.05,0.6,,
2902,ES,0.8,0.5,,
2903,ES,0.25,,0.714286,0.2
2904,ES,0.4,0.6,,
2905,ES,0.25,,0.328571,0.05
2906,ES,0.25,,0.685714,0.5
2907,ES,0.4,0.5,,
2908,ES,0.16,1.0,,
2909,ES,0.25,,0.3,0.8
2910,ES,0.1,1.0,,
2911,ES,0.99,0.24,,
2912,ES,0.6,0.6,,
2913,ES,0.25,,0.328571,0.2
2914,ES,0.4,0.5,,
2915,ES,0.4,0.5,,
2916,ES,0.1,0.6,,
2917,ES,0.25,,0.571429,0.2
2918,ES,0.25,,0.328571,0.8
2919,ES,0.4,0.4,,
2920,ES,0.6,0.1,,
2921,ES,0.1,0.1,,
2922,ES,0.1,0.6,,
2923,ES,0.25,,0.285714,
2924,ES,0.1,0.6,,
2925,ES,0.5,0.1,,
2926,ES,0.5,0.5,,
2927,ES,1.0,1.0,,
2928,ES,0.05,0.06,,
2929,ES,0.25,,0.285714,
2930,ES,0.4,0.2,,
2931,ES,0.2,0.06,,
2932,ES,0.2,0.6,,
2933,ES,0.4,0.6,,
2934,ES,0.35,0.1,,
2935,ES,0.05,0.2,,
2936,ES,0.04,0.6,,
2937,ES,0.33,0.7,,
2938,ES,0.6,0.5,,
2939,ES,0.025,0.6,,
2940,ES,0.4,0.6,,
2941,ES,,0.6,,
2942,ES,0.1,0.6,,
2943,ES,0.5,1.0,,
2944,ES,0.4,0.5,,
2945,ES,0.2,0.5,,
2946,ES,0.1,0.5,,
2947,ES,0.1,0.5,,
2948,ES,0.4,0.6,,
2949,ES,0.1,0.5,,
2950,ES,0.1,0.7,,
2951,ES,0.6,0.34,,
2952,ES,0.3,0.4,,
2953,ES,0.25,,0.471429,0.04
2954,ES,0.25,,0.342857,0.8
2955,ES,0.2,0.6,,
2956,ES,0.4,0.4,,
2957,ES,0.5,1.0,,
2958,ES,0.3,0.4,,
2959,ES,0.2,0.6,,
2960,ES,0.04,1.0,,
2961,ES,0.25,,0.285714,
2962,ES,0.25,,0.5,0.15
2963,ES,0.1,0.5,,
2964,ES,0.1,0.6,,
2965,ES,0.04,1.0,,
2966,ES,0.25,,0.328571,0.04
2967,ES,0.4,0.5,,
2968,ES,0.1,0.32,,
2969,ES,0.25,,0.671429,0.25
2970,ES,0.1,0.0,,
2971,ES,0.6,0.1,,
2972,ES,0.5,0.7,,
2973,ES,0.4,0.6,,
2974,ES,0.25,,0.285714,
2975,ES,0.25,,0.6,0.2
2976,ES,0.1,0.6,,
2977,ES,0.4,0.6,,
2978,ES,0.25,,0.285714,
2979,ES,0.1,0.8,,
2980,ES,0.15,0.2,,
2981,ES,0.05,0.2,,
2982,ES,0.3,0.6,,
2983,ES,0.13,0.5,,
2984,ES,0.1,0.1,,
2985,ES,0.25,,0.285714,
2986,ES,0.4,0.06,,
2987,ES,0.4,0.66,,
2988,ES,0.1,0.6,,
2989,ES,0.45,0.04,,
2990,ES,0.4,0.06,,
2991,ES,0.5,0.3,,
2992,ES,0.1,0.6,,
2993,ES,0.5,0.04,,
2994,ES,0.5,0.1,,
2995,ES,0.3,0.4,,
2996,ES,0.4,0.6,,
2997,ES,0.5,1.0,,
2998,ES,0.01,1.0,,
2999,ES,0.2,0.8,,
3000,ES,0.2,1.0,,
3001,ES,0.3,0.3,,
3002,ES,0.5,0.5,,
3003,ES,0.6,0.06,,
3004,ES,0.03,0.5,,
3005,ES,0.04,0.08,,
3006,ES,0.3,0.6,,
3007,ES,0.33,0.6,,
3008,ES,0.25,,0.142857,0.3
3009,ES,0.5,1.0,,
3010,ES,0.4,1.0,,
3011,ES,0.2,0.6,,
3012,ES,0.1,0.5,,
3013,ES,0.1,0.4,,
3014,ES,0.25,,0.285714,
3015,ES,0.25,,0.5,0.04
3016,ES,0.4,0.5,,
3017,ES,0.1,0.66,,
3018,ES,0.4,0.7,,
3019,ES,0.15,0.6,,
3020,ES,0.1,0.6,,
3021,ES,0.25,,0.285714,
3022,ES,0.2,0.6,,
3023,ES,0.9,0.1,,
3024,ES,0.4,0.8,,
3025,ES,0.01,0.02,,
3026,ES,0.4,0.6,,
3027,ES,0.05,1.0,,
3028,ES,0.15,0.6,,
3029,ES,0.25,,0.014286,0.01
3030,ES,0.4,0.2,,
3031,ES,0.4,0.5,,
3032,ES,0.2,0.06,,
3033,ES,0.65,0.5,,
3034,ES,0.8,0.8,,
3035,ES,0.25,,0.328571,0.15
3036,ES,0.4,0.1,,
3037,ES,0.1,0.6,,
3038,ES,0.7,0.4,,
3039,ES,0.08,0.7,,
3040,ES,0.75,0.2,,
3041,ES,0.1,0.7,,
3042,ES,0.8,1.0,,
3043,ES,0.25,,0.171429,0.2
3044,ES,0.2,0.6,,
3045,ES,0.1,1.0,,
3046,ES,0.3,0.2,,
3047,ES,0.2,0.06,,
3048,ES,0.3,0.06,,
3049,ES,0.2,0.7,,
3050,ES,0.1,0.2,,
3051,ES,0.1,0.5,,
3052,ES,0.25,,1.0,0.2
3053,ES,0.05,0.6,,
3054,ES,0.1,0.8,,
3055,ES,0.1,1.0,,
3056,ES,0.1,1.0,,
3057,ES,0.3,0.5,,
3058,ES,0.2,0.6,,
3059,ES,0.6,0.6,,
3060,ES,0.3,0.6,,
3061,ES,0.75,0.5,,
3062,ES,0.1,0.6,,
3063,ES,0.4,0.32,,
3064,ES,0.4,0.5,,
3065,ES,0.2,0.6,,
3066,ES,0.25,,0.171429,0.05
3067,ES,0.4,0.8,,
3068,ES,0.4,0.06,,
3069,ES,0.2,0.6,,
3070,ES,0.1,0.06,,
3071,ES,0.3,0.06,,
3072,ES,0.25,,0.028571,0.95
3073,ES,0.01,0.2,,
3074,ES,0.1,0.6,,
3075,ES,0.3,0.6,,
3076,ES,0.1,0.6,,
3077,ES,0.4,0.0,,
3078,ES,0.1,0.6,,
3079,ES,0.2,0.2,,
3080,ES,0.2,0.6,,
3081,ES,0.1,0.6,,
3082,ES,0.1,0.4,,
3083,ES,0.2,0.4,,
3084,ES,0.15,0.6,,
3085,ES,0.1,0.84,,
3086,ES,0.2,0.54,,
3087,ES,0.4,0.3,,
3088,ES,0.1,0.6,,
3089,ES,0.14,0.24,,
3090,ES,0.4,0.7,,
3091,ES,0.5,0.06,,
3092,ES,0.4,0.5,,
3093,ES,0.3,0.6,,
3094,ES,0.25,,0.285714,
3095,ES,0.1,0.6,,
3096,ES,1.0,0.6,,
3097,ES,0.25,,0.128571,0.2
3098,ES,0.0015,0.06,,
3099,ES,0.03,0.5,,
3100,ES,0.1,0.66,,
3101,ES,0.8,0.5,,
3102,ES,0.15,0.6,,
3103,ES,0.3,0.6,,
3104,ES,0.1,0.5,,
3105,ES,0.1,0.58,,
3106,ES,0.33,0.5,,
3107,ES,0.7,0.06,,
3108,ES,0.2,0.2,,
3109,ES,0.7,0.2,,
3110,ES,0.4,0.8,,
3111,ES,0.75,0.5,,
3112,ES,0.6,0.1,,
3113,ES,0.5,0.6,,
3114,ES,0.1,0.6,,
3115,ES,0.02,0.02,,
3116,ES,0.2,0.4,,
3117,ES,0.6,0.5,,
3118,ES,0.3,0.06,,
3119,ES,0.1,1.0,,
3120,ES,0.5,0.5,,
3121,ES,0.2,0.2,,
3122,ES,0.25,,0.657143,0.16
3123,ES,1.0,0.1,,
3124,ES,1.0,0.9,,
3125,ES,0.01,0.1,,
3126,ES,0.45,0.42,,
3127,ES,0.3,0.06,,
3128,ES,0.1,0.6,,
3129,ES,0.7,0.1,,
3130,ES,0.35,0.5,,
3131,ES,0.25,,0.5,0.05
3132,ES,0.6,0.1,,
3133,ES,0.25,,0.285714,
3134,ES,0.01,1.0,,
3135,ES,0.05,0.6,,
3136,ES,0.01,0.06,,
3137,ES,0.2,0.1,,
3138,ES,0.4,0.3,,
3139,ES,0.25,,0.285714,
3140,ES,0.01,0.6,,
3141,ES,0.1,0.6,,
3142,ES,0.6,0.4,,
3143,ES,0.4,0.1,,
3144,ES,0.05,0.1,,
3145,ES,0.1,1.0,,
3146,ES,3e-05,0.6,,
3147,ES,0.2,0.6,,
3148,ES,0.1,0.6,,
3149,ES,0.005,0.6,,
3150,ES,0.1,0.1,,
3151,ES,0.1,0.6,,
3152,ES,0.6,1.0,,
3153,ES,0.3,0.74,,
3154,ES,0.5,0.02,,
3155,ES,0.4,0.6,,
3156,ES,0.25,,0.214286,0.04
3157,ES,0.4,0.5,,
3158,ES,0.25,,0.285714,
3159,ES,0.2,0.5,,
3160,ES,0.02,0.06,,
3161,ES,0.1,0.5,,
3162,ES,0.25,,0.328571,0.2
3163,ES,0.3,0.8,,
3164,ES,0.2,0.5,,
3165,ES,0.25,,0.328571,0.2
3166,ES,0.8,0.06,,
3167,ES,0.3,0.5,,
3168,ES,0.4,0.6,,
3169,ES,0.3,0.5,,
3170,ES,0.1,0.6,,
3171,ES,0.05,0.64,,
3172,ES,0.5,0.6,,
3173,ES,0.1,0.4,,
3174,ES,0.1,0.6,,
3175,ES,0.1,0.6,,
3176,ES,0.25,,0.085714,0.2
3177,ES,0.3,0.2,,
3178,ES,0.4,1.0,,
3179,ES,0.4,0.6,,
3180,ES,0.2,1.0,,
3181,ES,0.25,,0.475714,0.15
3182,ES,0.1,0.6,,
3183,ES,0.3,0.5,,
3184,ES,0.01,0.1,,
3185,ES,0.4,0.06,,
3186,ES,0.2,0.2,,
3187,ES,0.3,1.0,,
3188,ES,0.33,0.6,,
3189,ES,0.4,0.6,,
3190,ES,0.4,1.0,,
3191,ES,0.4,0.1,,
3192,ES,0.3,0.5,,
3193,ES,0.19,0.06,,
3194,ES,0.55,0.16,,
3195,ES,0.3,0.25,,
3196,ES,0.4,0.4,,
3197,ES,0.4,0.6,,
3198,ES,0.5,1.0,,
3199,ES,0.1,0.2,,
3200,ES,0.25,,1.0,0.8
3201,ES,0.1,0.6,,
3202,ES,0.1,0.6,,
3203,ES,0.1,0.6,,
3204,ES,0.2,0.6,,
3205,ES,0.25,,0.342857,0.5
3206,ES,0.1,0.5,,
3207,ES,0.1,0.6,,
3208,ES,0.2,0.8,,
3209,ES,0.5,0.5,,
3210,ES,0.2,0.32,,
3211,ES,0.2,0.5,,
3212,ES,0.1,0.6,,
3213,ES,0.2,0.6,,
3214,ES,0.4,0.6,,
3215,ES,0.45,0.06,,
3216,ES,0.25,,0.428571,0.5
3217,ES,0.1,0.5,,
3218,ES,0.02,0.2,,
3219,ES,0.4,1.0,,
3220,ES,0.4,0.7,,
3221,ES,0.0,0.06,,
3222,ES,0.2,0.6,,
3223,ES,0.1,0.6,,
3224,ES,0.3,0.6,,
3225,ES,0.89,0.86,,
3226,ES,0.3,0.4,,
3227,ES,0.6,0.6,,
3228,ES,0.5,0.1,,
3229,ES,0.4,0.6,,
3230,ES,0.1,0.6,,
3231,ES,0.03,1.0,,
3232,ES,0.4,0.5,,
3233,ES,0.1,0.6,,
3234,ES,0.1,0.6,,
3235,ES,0.4,1.0,,
3236,ES,0.05,0.5,,
3237,ES,0.25,,0.285714,
3238,ES,0.06,0.0025,,
3239,ES,0.4,0.4,,
3240,ES,0.75,0.1,,
3241,ES,0.1,0.64,,
3242,ES,0.05,0.6,,
3243,ES,0.4,0.5,,
3244,ES,0.25,,0.342857,0.04
3245,ES,0.25,,0.285714,
3246,ES,0.02,0.06,,
3247,ES,0.25,,0.285714,
3248,ES,0.6,0.6,,
3249,ES,0.65,0.7,,
3250,ES,0.5,0.1,,
3251,ES,0.2,0.6,,
3252,ES,1.0,0.5,,
3253,ES,0.1,0.1,,
3254,ES,0.4,0.66,,
3255,ES,,,,
3256,ES,0.1,1.0,,
3257,ES,0.4,0.66,,
3258,ES,0.1,0.5,,
3259,ES,0.6,0.5,,
3260,ES,0.45,1.0,,
3261,ES,0.1,1.0,,
3262,ES,0.25,,0.328571,0.95
3263,ES,0.05,0.06,,
3264,ES,0.4,0.6,,
3265,ES,0.15,0.7,,
3266,ES,0.3,0.5,,
3267,ES,0.5,0.1,,
3268,ES,0.4,0.5,,
3269,ES,0.1,0.6,,
3270,ES,0.4,0.6,,
3271,ES,0.3,0.6,,
3272,ES,0.4,0.6,,
3273,ES,0.4,0.6,,
3274,ES,0.25,,0.342857,0.5
3275,ES,0.56,0.1,,
3276,ES,0.08,0.6,,
3277,ES,0.4,0.6,,
3278,ES,0.2,0.6,,
3279,ES,0.05,0.02,,
3280,ES,0.3,0.6,,
3281,ES,0.9,0.4,,
3282,ES,0.3,0.2,,
3283,ES,0.7,0.1,,
3284,ES,0.4,0.1,,
3285,ES,0.8,0.2,,
3286,ES,0.17,0.24,,
3287,ES,0.25,,0.342857,0.04
3288,ES,0.2,0.5,,
3289,ES,0.1,0.66,,
3290,ES,,1.0,,
3291,ES,0.1,0.6,,
3292,ES,0.04,0.66,,
3293,ES,0.2,0.6,,
3294,ES,0.25,,0.357143,0.4
3295,ES,0.4,0.06,,
3296,ES,0.33,0.6,,
3297,ES,0.25,,0.328571,0.2
3298,ES,0.4,0.6,,
3299,ES,0.3,1.0,,
3300,ES,0.6,0.6,,
3301,ES,0.4,0.7,,
3302,ES,0.2,0.5,,
3303,ES,0.4,0.3,,
3304,ES,0.02,0.2,,
3305,ES,0.25,,0.342857,0.75
3306,ES,0.6,0.5,,
3307,ES,0.25,,0.285714,
3308,ES,0.4,0.2,,
3309,ES,0.2,0.5,,
3310,ES,0.4,0.7,,
3311,ES,0.25,,0.285714,
3312,ES,0.3,0.6,,
3313,ES,0.1,0.4,,
3314,ES,0.06,0.5,,
3315,ES,0.5,0.16,,
3316,ES,0.4,0.5,,
3317,ES,0.04,0.02,,
3318,ES,0.25,,0.285714,
3319,ES,0.3,0.1,,
3320,ES,0.25,,0.428571,0.25
3321,ES,0.3,0.06,,
3322,ES,0.1,0.8,,
3323,ES,0.4,0.5,,
3324,ES,0.1,0.6,,
3325,ES,0.4,0.8,,
3326,ES,0.4,0.32,,
3327,ES,0.1,0.06,,
3328,ES,0.43,0.86,,
3329,ES,0.1,0.2,,
3330,ES,0.4,0.6,,
3331,ES,0.4,1.0,,
3332,ES,0.25,,0.333286,0.5
3333,ES,0.1,0.7,,
3334,ES,1.0,0.5,,
3335,ES,0.1,0.6,,
3336,ES,0.3,0.6,,
3337,ES,0.25,,0.285714,
3338,ES,0.5,0.06,,
3339,ES,0.1,0.6,,
3340,ES,0.4,0.5,,
3341,ES,0.3,0.2,,
3342,ES,0.25,,0.371429,0.5
3343,ES,1.0,0.6,,
3344,ES,0.25,,0.5,0.04
3345,ES,0.35,0.5,,
3346,ES,0.3,0.5,,
3347,ES,0.2,0.2,,
3348,ES,0.4,0.6,,
3349,ES,0.03,0.2,,
3350,ES,0.05,0.04,,
3351,ES,0.25,,0.285714,
3352,ES,0.5,0.6,,
3353,ES,0.25,,0.642857,0.04
3354,ES,0.1,0.5,,
3355,ES,0.3,0.3,,
3356,ES,0.6,1.0,,
3357,ES,0.1,0.6,,
3358,ES,0.3,0.5,,
3359,ES,0.1,0.1,,
3360,ES,0.05,0.7,,
3361,ES,0.05,0.06,,
3362,ES,0.04,0.6,,
3363,ES,0.5,0.5,,
3364,ES,0.33,0.2,,
3365,ES,0.2,0.6,,
3366,ES,0.4,0.6,,
3367,ES,0.8,0.6,,
3368,ES,0.1,0.8,,
3369,ES,0.25,,0.285714,
