,Residency,Num1,Num2a,Num2b,Num3
10575,UK,0.1,0.6,,
10576,UK,0.3,0.06,,
10577,UK,0.25,,0.285714,
10578,UK,0.25,,0.285714,
10579,UK,0.4,0.2,,
10580,UK,0.25,,0.071429,0.15
10581,UK,0.2,0.3,,
10582,UK,0.25,,0.285714,
10583,UK,0.25,,0.285714,
10584,UK,0.5,0.06,,
10585,UK,0.1,0.6,,
10586,UK,0.25,,0.285714,
10587,UK,0.25,,0.314286,0.04
10588,UK,0.5,0.1,,
10589,UK,0.4,0.5,,
10590,UK,0.25,,0.285714,
10591,UK,0.25,,0.285714,
10592,UK,0.25,,0.285714,
10593,UK,0.25,,0.142857,0.5
10594,UK,0.25,,0.285714,
10595,UK,0.4,0.78,,
10596,UK,0.3,0.4,,
10597,UK,0.1,0.5,,
10598,UK,0.1,0.2,,
10599,UK,0.1,0.6,,
10600,UK,0.1,0.6,,
10601,UK,0.25,,0.285714,
10602,UK,0.4,0.5,,
10603,UK,0.25,,0.142857,0.5
10604,UK,0.4,0.6,,
10605,UK,0.25,,0.157143,0.2
10606,UK,0.1,0.6,,
10607,UK,0.1,0.6,,
10608,UK,0.15,0.3,,
10609,UK,0.1,0.6,,
10610,UK,0.4,0.7,,
10611,UK,,,,
10612,UK,0.25,,0.314286,0.75
10613,UK,0.25,,0.285714,
10614,UK,0.1,0.6,,
10615,UK,0.1,0.6,,
10616,UK,0.4,0.5,,
10617,UK,0.1,0.6,,
10618,UK,0.25,,0.328571,0.02
10619,UK,0.3,0.1,,
10620,UK,0.01,0.5,,
10621,UK,0.8,0.6,,
10622,UK,0.1,0.6,,
10623,UK,0.1,0.4,,
10624,UK,0.4,0.6,,
10625,UK,0.25,,0.028571,0.5
10626,UK,0.1,0.1,,
10627,UK,0.25,,0.285714,
10628,UK,0.25,,0.5,0.02
10629,UK,0.1,0.6,,
10630,UK,0.1,0.6,,
10631,UK,0.25,,0.471429,0.025
10632,UK,0.25,,0.285714,
10633,UK,0.05,0.6,,
10634,UK,0.1,0.5,,
10635,UK,0.15,0.4,,
10636,UK,0.25,,0.357143,0.2
10637,UK,0.1,0.7,,
10638,UK,0.25,,0.285714,
10639,UK,0.4,0.6,,
10640,UK,0.4,0.6,,
10641,UK,0.25,,0.285714,
10642,UK,0.4,0.9,,
10643,UK,0.25,,0.285714,
10644,UK,0.25,,0.285714,
10645,UK,0.25,,0.285714,
10646,UK,0.23,0.38,,
10647,UK,0.1,0.6,,
10648,UK,0.33,0.6,,
10649,UK,0.333,0.6,,
10650,UK,0.1,0.12,,
10651,UK,0.3,0.7,,
10652,UK,0.4,0.68,,
10653,UK,0.5,0.6,,
10654,UK,0.4,0.5,,
10655,UK,0.25,,0.285714,
10656,UK,0.88,0.6,,
10657,UK,0.25,,0.471429,0.55
10658,UK,0.2,1.0,,
10659,UK,0.3,0.5,,
10660,UK,0.4,0.6,,
10661,UK,0.25,,0.285714,
10662,UK,0.25,,0.285714,
10663,UK,0.25,,0.185714,0.04
10664,UK,0.1,0.66,,
10665,UK,0.4,0.6,,
10666,UK,0.6,0.6,,
10667,UK,0.25,,0.171429,0.5
10668,UK,0.1,0.6,,
10669,UK,0.4,0.52,,
10670,UK,0.1,0.6,,
10671,UK,0.2,0.6,,
10672,UK,0.1,0.6,,
10673,UK,0.1,0.6,,
10674,UK,0.333,0.6,,
10675,UK,0.1,0.6,,
10676,UK,0.25,,0.285714,
10677,UK,0.1,0.32,,
10678,UK,0.1,0.5,,
10679,UK,0.1,0.2,,
10680,UK,0.33,0.6,,
10681,UK,0.25,,0.285714,
10682,UK,0.1,0.6,,
10683,UK,0.4,0.6,,
10684,UK,0.2,0.6,,
10685,UK,0.1,0.2,,
10686,UK,0.4,0.6,,
10687,UK,0.25,,0.285714,
10688,UK,0.1,0.6,,
10689,UK,0.6,0.1,,
10690,UK,0.1,0.6,,
10691,UK,0.4,0.6,,
10692,UK,0.25,,0.285714,
10693,UK,0.25,,0.328571,0.8
10694,UK,0.25,,0.285714,
10695,UK,0.5,0.6,,
10696,UK,0.4,0.6,,
10697,UK,0.1,0.6,,
10698,UK,0.1,0.5,,
10699,UK,0.25,,0.328571,0.08
10700,UK,0.1,0.6,,
10701,UK,0.08,1.0,,
10702,UK,0.1,0.6,,
10703,UK,0.25,,0.285714,
10704,UK,0.1,0.6,,
10705,UK,0.4,0.66,,
10706,UK,0.4,0.6,,
10707,UK,0.2,0.6,,
10708,UK,0.1,0.48,,
10709,UK,0.15,0.6,,
10710,UK,0.1,0.6,,
10711,UK,0.25,,0.285714,
10712,UK,0.25,,0.285714,
10713,UK,0.4,0.1,,
10714,UK,0.25,,0.285714,
10715,UK,0.13,0.46,,
10716,UK,0.1,0.6,,
10717,UK,0.25,,0.285714,
10718,UK,0.4,0.5,,
10719,UK,0.06,0.6,,
10720,UK,0.2,0.5,,
10721,UK,0.25,,0.285714,
10722,UK,0.25,,0.285714,
10723,UK,0.4,0.6,,
10724,UK,0.1,0.6,,
10725,UK,0.25,,0.214286,0.95
10726,UK,0.2,0.5,,
10727,UK,0.3,0.5,,
10728,UK,0.4,0.06,,
10729,UK,0.33,0.6,,
10730,UK,0.1,0.6,,
10731,UK,0.25,,0.228571,0.25
10732,UK,0.4,0.6,,
10733,UK,0.25,,0.142857,0.2
10734,UK,0.25,,0.571429,0.29
10735,UK,0.1,0.6,,
10736,UK,0.5,0.5,,
10737,UK,0.25,,0.285714,
10738,UK,0.4,0.6,,
10739,UK,0.05,0.5,,
10740,UK,0.25,,0.285714,
10741,UK,0.3,0.5,,
10742,UK,0.1,0.5,,
10743,UK,0.25,,0.285714,
10744,UK,0.4,0.6,,
10745,UK,0.3333,0.6,,
10746,UK,0.25,,0.285714,
10747,UK,0.05,0.6,,
10748,UK,0.1,0.1,,
10749,UK,0.01,0.1,,
10750,UK,0.25,,0.285714,
10751,UK,0.4,0.6,,
10752,UK,0.2,0.6,,
10753,UK,0.2,0.6,,
10754,UK,0.25,,0.285714,
10755,UK,0.4,0.6,,
10756,UK,0.25,,0.285714,
10757,UK,0.2,0.6,,
10758,UK,0.25,,0.285714,
10759,UK,0.5,0.02,,
10760,UK,0.4,0.6,,
10761,UK,0.1,0.6,,
10762,UK,0.4,0.6,,
10763,UK,0.2,0.5,,
10764,UK,0.15,0.4,,
10765,UK,0.25,,0.285714,
10766,UK,0.1,0.6,,
10767,UK,0.2,0.5,,
10768,UK,0.25,,0.285714,
10769,UK,0.333,0.6,,
10770,UK,0.25,,0.285714,
10771,UK,0.2,0.4,,
10772,UK,0.25,,0.328571,0.25
10773,UK,0.33,0.8,,
10774,UK,0.25,,0.714286,0.04
10775,UK,0.1,0.6,,
10776,UK,0.25,,0.285714,
10777,UK,0.6,0.6,,
10778,UK,0.25,,0.285714,
10779,UK,0.25,,0.285714,
10780,UK,0.4,0.5,,
10781,UK,0.1,0.5,,
10782,UK,0.2,0.6,,
10783,UK,0.1,0.6,,
10784,UK,0.3,0.6,,
10785,UK,0.1,0.6,,
10786,UK,0.1,0.6,,
10787,UK,0.25,,0.285714,
10788,UK,0.25,,0.285714,
10789,UK,0.25,,0.328571,0.5
10790,UK,0.25,,0.285714,
10791,UK,0.1,0.72,,
10792,UK,0.4,0.6,,
10793,UK,0.25,,0.328571,0.8
10794,UK,0.25,,0.314286,1.0
10795,UK,0.25,,0.285714,
10796,UK,0.05,0.6,,
10797,UK,0.1,0.5,,
10798,UK,0.4,0.6,,
10799,UK,0.25,,0.314286,0.1
10800,UK,0.2,0.6,,
10801,UK,0.8,1.0,,
10802,UK,0.2,0.6,,
10803,UK,0.4,0.3,,
10804,UK,0.1,0.6,,
10805,UK,0.4,0.6,,
10806,UK,0.25,,0.3,0.2
10807,UK,0.1,0.5,,
10808,UK,0.2,0.6,,
10809,UK,0.4,0.6,,
10810,UK,0.25,,0.357143,0.25
10811,UK,0.25,,0.285714,
10812,UK,0.3,0.6,,
10813,UK,0.4,0.6,,
10814,UK,0.1,0.1,,
10815,UK,0.25,,0.285714,
10816,UK,0.25,,0.085714,0.04
10817,UK,0.25,,0.285714,
10818,UK,0.1,0.32,,
10819,UK,0.2,0.6,,
10820,UK,0.4,0.6,,
10821,UK,0.25,,0.285714,
10822,UK,0.4,0.6,,
10823,UK,0.25,,0.171429,0.8
10824,UK,0.1,0.5,,
10825,UK,0.1,0.6,,
10826,UK,0.33,0.5,,
10827,UK,,0.5,,
10828,UK,0.1,0.6,,
10829,UK,0.25,,0.285714,
10830,UK,0.5,0.6,,
10831,UK,0.25,,0.285714,
10832,UK,0.25,,0.171429,0.08
10833,UK,0.1,0.6,,
10834,UK,0.25,,0.142857,0.04
10835,UK,0.1,0.6,,
10836,UK,0.25,,0.285714,
10837,UK,0.2,0.5,,
10838,UK,0.25,,0.328571,0.5
10839,UK,0.5,0.6,,
10840,UK,0.25,,0.285714,
10841,UK,0.4,0.6,,
10842,UK,0.5,0.6,,
10843,UK,0.35,0.64,,
10844,UK,0.4,0.12,,
10845,UK,0.25,,0.285714,
10846,UK,0.25,,0.285714,
10847,UK,0.4,0.6,,
10848,UK,0.3,0.4,,
10849,UK,0.25,,0.285714,
10850,UK,0.05,0.2,,
10851,UK,0.25,,0.285714,
10852,UK,0.25,,0.285714,
10853,UK,0.25,,0.285714,
10854,UK,0.25,,0.285714,
10855,UK,0.1,0.1,,
10856,UK,0.2,0.6,,
10857,UK,0.1,0.5,,
10858,UK,0.1,0.6,,
10859,UK,0.4,0.6,,
10860,UK,0.4,0.032,,
10861,UK,0.1,0.6,,
10862,UK,0.25,,0.5,0.75
10863,UK,0.25,,0.285714,
10864,UK,0.25,,0.5,0.5
10865,UK,0.25,,0.5,0.2
10866,UK,0.1,0.6,,
10867,UK,0.025,0.8,,
10868,UK,0.25,,0.285714,
10869,UK,0.1,0.5,,
10870,UK,0.1,0.06,,
10871,UK,0.1,0.6,,
10872,UK,0.25,,0.285714,
10873,UK,0.33,0.5,,
10874,UK,0.1,0.6,,
10875,UK,0.1,0.6,,
10876,UK,0.25,,0.3,0.04
10877,UK,0.3,0.6,,
10878,UK,0.8,0.8,,
10879,UK,0.1,0.6,,
10880,UK,0.25,,0.328571,0.01
10881,UK,0.3,0.6,,
10882,UK,0.02,0.5,,
10883,UK,0.4,0.5,,
10884,UK,0.25,,0.285714,
10885,UK,0.25,,0.285714,
10886,UK,0.25,,0.285714,
10887,UK,0.25,,0.285714,
10888,UK,0.25,,0.285714,
10889,UK,0.5,0.7,,
10890,UK,0.25,,0.314286,0.2
10891,UK,0.1,0.6,,
10892,UK,0.1,0.6,,
10893,UK,0.1,0.6,,
10894,UK,0.1,0.5,,
10895,UK,0.1,0.1,,
10896,UK,0.25,,0.285714,
10897,UK,0.4,0.6,,
10898,UK,0.25,,0.428571,0.95
10899,UK,0.4,0.22,,
10900,UK,0.4,0.6,,
10901,UK,0.25,,0.285714,
10902,UK,0.25,,0.2,0.04
10903,UK,0.1,0.6,,
10904,UK,0.02,0.6,,
10905,UK,0.25,,0.285714,
10906,UK,0.4,0.6,,
10907,UK,0.25,,0.314286,0.08
10908,UK,0.25,,0.285714,
10909,UK,0.25,,0.314286,0.04
10910,UK,0.25,,0.285714,
10911,UK,0.3,0.4,,
10912,UK,0.25,,0.328571,0.01
10913,UK,0.4,0.6,,
10914,UK,0.1,0.6,,
10915,UK,0.15,0.6,,
10916,UK,0.5,0.06,,
10917,UK,0.25,,0.314286,0.8
10918,UK,0.25,,0.285714,
10919,UK,0.25,,0.285714,
10920,UK,0.25,,0.285714,
10921,UK,0.25,,0.285714,
10922,UK,0.4,0.6,,
10923,UK,0.25,,0.157143,0.035
10924,UK,0.25,,0.285714,
10925,UK,0.4,0.72,,
10926,UK,0.1,0.6,,
10927,UK,0.25,,0.285714,
10928,UK,0.2,0.8,,
10929,UK,0.1,0.5,,
10930,UK,0.25,,0.285714,
10931,UK,0.1,0.6,,
10932,UK,0.25,,0.0,0.0
10933,UK,0.1,0.6,,
10934,UK,0.25,,0.285714,
10935,UK,0.25,,0.285714,
10936,UK,0.25,,0.357143,0.6
10937,UK,0.25,,0.142857,0.01
10938,UK,0.15,0.2,,
10939,UK,0.4,0.6,,
10940,UK,0.1,0.5,,
10941,UK,0.1,0.6,,
10942,UK,0.25,,0.328571,0.2
10943,UK,0.035,0.06,,
10944,UK,0.2,0.6,,
10945,UK,0.2,0.6,,
10946,UK,0.25,,0.314286,0.2
10947,UK,0.2,0.332,,
10948,UK,0.25,,0.328571,0.8
10949,UK,0.25,,0.285714,
10950,UK,0.4,0.9,,
10951,UK,0.1,0.5,,
10952,UK,0.1,0.1,,
10953,UK,0.1,0.6,,
10954,UK,0.25,,0.314286,0.04
10955,UK,0.1,0.6,,
10956,UK,0.4,0.6,,
10957,UK,0.4,0.6,,
10958,UK,0.25,,0.285714,
10959,UK,0.3,0.8,,
10960,UK,0.25,,0.428571,0.04
10961,UK,0.25,,0.285714,
10962,UK,0.4,0.6,,
10963,UK,0.25,,0.285714,
10964,UK,0.8,0.6,,
10965,UK,0.4,0.6,,
10966,UK,0.2,0.6,,
10967,UK,0.1,0.6,,
10968,UK,0.2,0.6,,
10969,UK,0.1,1.0,,
10970,UK,0.4,0.66,,
10971,UK,0.1,0.06,,
10972,UK,0.25,,0.285714,
10973,UK,0.4,0.6,,
10974,UK,0.2,0.2,,
10975,UK,0.5,0.02,,
10976,UK,0.4,0.6,,
10977,UK,0.1,0.6,,
10978,UK,0.25,,0.285714,
10979,UK,0.2,0.6,,
10980,UK,0.1,0.5,,
10981,UK,0.4,0.5,,
10982,UK,0.3,0.06,,
10983,UK,0.15,0.5,,
10984,UK,0.1,0.6,,
10985,UK,0.25,,0.5,0.04
10986,UK,0.2,0.6,,
10987,UK,0.25,,0.285714,
10988,UK,0.15,0.74,,
10989,UK,0.333,0.6,,
10990,UK,0.25,,0.285714,
10991,UK,0.1,0.8,,
10992,UK,0.15,0.1,,
10993,UK,0.1,0.5,,
10994,UK,0.25,,0.2,0.5
10995,UK,0.25,,0.428571,0.15
10996,UK,0.25,,0.5,0.1
10997,UK,0.25,,0.314286,0.05
10998,UK,0.2,0.52,,
10999,UK,0.33,0.6,,
11000,UK,0.25,,0.714286,0.1
11001,UK,0.1,0.6,,
11002,UK,0.1,0.6,,
11003,UK,0.25,,1.0,0.4
11004,UK,0.1,0.6,,
11005,UK,0.1,0.6,,
11006,UK,0.25,,0.285714,
11007,UK,0.4,0.6,,
11008,UK,0.0,0.1,,
11009,UK,0.25,,0.285714,
11010,UK,0.25,,0.285714,
11011,UK,0.25,,0.285714,
11012,UK,0.25,,0.285714,
11013,UK,0.04,0.5,,
11014,UK,0.25,,0.285714,
11015,UK,0.25,,0.285714,
11016,UK,0.2,0.5,,
11017,UK,0.1,0.5,,
11018,UK,0.4,0.5,,
11019,UK,0.25,,0.285714,
11020,UK,0.3,0.5,,
11021,UK,0.4,0.6,,
11022,UK,0.25,,0.285714,
11023,UK,0.25,,0.285714,
11024,UK,0.25,,0.285714,
11025,UK,0.1,0.6,,
11026,UK,0.25,,0.171429,0.01
11027,UK,0.45,1.0,,
11028,UK,0.1,0.6,,
11029,UK,0.01,0.4,,
11030,UK,0.2,0.6,,
11031,UK,0.05,0.1,,
11032,UK,0.25,,0.285714,
11033,UK,0.25,,0.285714,
11034,UK,0.4,0.6,,
11035,UK,0.25,,0.285714,
11036,UK,0.6,0.4,,
11037,UK,0.1,0.6,,
11038,UK,0.4,0.6,,
11039,UK,0.33,0.6,,
11040,UK,0.05,0.3,,
11041,UK,0.05,0.06,,
11042,UK,0.33,0.2,,
11043,UK,0.1,0.7,,
11044,UK,0.4,0.6,,
11045,UK,0.6,0.7,,
11046,UK,0.1,0.5,,
11047,UK,0.25,,0.285714,
11048,UK,0.25,,0.185714,0.666
11049,UK,0.25,,0.285714,
11050,UK,0.4,0.76,,
11051,UK,0.2,0.6,,
11052,UK,0.25,,0.285714,
11053,UK,0.16,0.6,,
11054,UK,0.1,0.6,,
11055,UK,0.52,0.5,,
11056,UK,0.25,,0.214286,0.2
11057,UK,0.4,0.6,,
11058,UK,0.08,0.6,,
11059,UK,0.25,,0.328571,0.04
11060,UK,0.5,0.1,,
11061,UK,0.2,0.6,,
11062,UK,0.2,0.3,,
11063,UK,0.4,0.6,,
11064,UK,0.2,0.6,,
11065,UK,0.25,,0.171429,0.45
11066,UK,0.25,,0.285714,
11067,UK,0.25,,0.285714,
11068,UK,0.15,0.6,,
11069,UK,0.2,0.6,,
11070,UK,0.1,0.5,,
11071,UK,1.0,0.5,,
11072,UK,0.333,0.6,,
11073,UK,0.2,0.5,,
11074,UK,0.25,,0.5,0.2
11075,UK,0.5,0.6,,
11076,UK,0.5,0.12,,
11077,UK,0.45,0.06,,
11078,UK,0.2,0.6,,
11079,UK,0.25,,0.214286,0.05
11080,UK,0.016,0.02,,
11081,UK,0.1,0.6,,
11082,UK,0.25,,0.285714,
11083,UK,0.1,0.6,,
11084,UK,0.05,0.5,,
11085,UK,0.4,0.6,,
11086,UK,0.25,,0.285714,
11087,UK,0.4,0.6,,
11088,UK,0.4,0.1,,
11089,UK,0.25,,0.285714,
11090,UK,0.2,0.6,,
11091,UK,0.25,,0.428571,0.04
11092,UK,0.25,,0.285714,
11093,UK,0.25,,0.328571,0.5
11094,UK,0.25,,0.342857,0.04
11095,UK,0.25,,0.314286,
11096,UK,0.2,0.6,,
11097,UK,0.47,0.66,,
11098,UK,0.2,0.6,,
11099,UK,0.02,0.5,,
11100,UK,0.25,,0.314286,0.04
11101,UK,0.09,0.7,,
11102,UK,0.2,0.5,,
11103,UK,0.25,,0.285714,
11104,UK,0.4,0.5,,
11105,UK,0.3,0.1,,
11106,UK,0.2,0.6,,
11107,UK,0.25,,0.285714,
11108,UK,2.5e-05,0.5,,
11109,UK,0.25,,0.328571,0.2
11110,UK,0.1,0.6,,
11111,UK,0.25,,0.657143,0.8
11112,UK,0.4,0.6,,
11113,UK,0.25,,0.314286,0.04
11114,UK,0.25,,0.285714,
11115,UK,0.25,,0.285714,
11116,UK,0.1,0.5,,
11117,UK,0.4,0.6,,
11118,UK,0.2,0.5,,
11119,UK,0.1,0.1,,
11120,UK,0.05,0.8,,
11121,UK,0.15,0.6,,
11122,UK,0.15,0.2,,
11123,UK,0.1,0.06,,
11124,UK,0.15,0.6,,
11125,UK,0.15,0.6,,
11126,UK,0.5,1.0,,
11127,UK,0.1,0.7,,
11128,UK,0.1,0.6,,
11129,UK,0.4,0.6,,
11130,UK,0.2,0.4,,
11131,UK,0.5,0.6,,
11132,UK,0.25,,0.285714,
11133,UK,0.25,,0.285714,
11134,UK,0.4,0.3,,
11135,UK,0.01,0.6,,
11136,UK,0.1,0.5,,
11137,UK,1.0,0.1,,
11138,UK,0.02,0.2,,
11139,UK,0.25,,0.285714,
11140,UK,0.25,,0.285714,
11141,UK,0.4,0.6,,
11142,UK,0.5,0.6,,
11143,UK,0.2,0.06,,
11144,UK,0.1,0.4,,
11145,UK,0.1,0.4,,
11146,UK,0.25,,0.285714,
11147,UK,0.3,0.6,,
11148,UK,0.05,0.06,,
11149,UK,0.4,0.6,,
11150,UK,0.1,0.6,,
11151,UK,0.5,0.6,,
11152,UK,0.25,,0.171429,0.2
11153,UK,0.05,0.06,,
11154,UK,0.3,0.2,,
11155,UK,0.4,1.0,,
11156,UK,0.05,0.6,,
11157,UK,0.1,0.5,,
11158,UK,0.01,0.6,,
11159,UK,0.333,0.5,,
11160,UK,0.25,,0.285714,
11161,UK,0.2,0.6,,
11162,UK,0.2,0.5,,
11163,UK,0.25,,0.285714,
11164,UK,0.1,0.6,,
11165,UK,0.3,0.6,,
11166,UK,0.6,0.6,,
11167,UK,0.33,0.6,,
11168,UK,0.1,0.6,,
11169,UK,0.25,,0.285714,
11170,UK,0.33,0.5,,
11171,UK,0.4,0.6,,
11172,UK,0.1,0.2,,
11173,UK,0.3,0.6,,
11174,UK,0.25,,0.285714,
11175,UK,0.1,0.8,,
11176,UK,0.5,0.06,,
11177,UK,0.4,0.6,,
11178,UK,0.15,1.0,,
11179,UK,0.05,0.02,,
11180,UK,0.01,0.6,,
11181,UK,0.1,0.6,,
11182,UK,0.4,0.5,,
11183,UK,0.25,,0.085714,0.02
11184,UK,0.1,0.666,,
11185,UK,0.05,0.5,,
11186,UK,0.06,0.332,,
11187,UK,0.3,1.0,,
11188,UK,0.8,0.6,,
11189,UK,0.05,0.6,,
11190,UK,0.4,0.6,,
11191,UK,0.1,0.5,,
11192,UK,0.5,0.5,,
11193,UK,0.07,0.24,,
11194,UK,0.25,,0.285714,
11195,UK,0.1,0.2,,
11196,UK,0.2,0.1,,
11197,UK,0.25,,0.285714,
11198,UK,0.2,0.5,,
11199,UK,0.1,0.6,,
11200,UK,0.3,0.4,,
11201,UK,0.5,0.8,,
11202,UK,0.2,0.6,,
11203,UK,0.4,0.6,,
11204,UK,0.33,0.5,,
11205,UK,0.2,0.5,,
11206,UK,0.4,0.6,,
11207,UK,0.2,1.0,,
11208,UK,0.4,0.6,,
11209,UK,0.25,,0.285714,
11210,UK,0.2,0.5,,
11211,UK,0.33,0.6,,
11212,UK,0.3,0.5,,
11213,UK,0.1,0.6,,
11214,UK,0.25,,0.342857,0.8
11215,UK,0.08,0.6,,
11216,UK,0.1,0.6,,
11217,UK,0.05,0.4,,
11218,UK,0.2,0.6,,
11219,UK,0.15,0.6,,
11220,UK,0.3,0.5,,
11221,UK,0.1,0.6,,
11222,UK,0.04,0.1,,
11223,UK,0.25,,0.328571,0.5
11224,UK,0.25,,0.285714,
11225,UK,0.25,,0.142857,0.04
11226,UK,0.1,0.6,,
11227,UK,0.05,0.6,,
11228,UK,0.3,0.66,,
11229,UK,,,,
11230,UK,0.1,0.6,,
11231,UK,0.1,0.66,,
11232,UK,0.15,0.14,,
11233,UK,0.4,0.66,,
11234,UK,0.3,0.4,,
11235,UK,0.25,,0.285714,
11236,UK,0.25,,0.314286,0.75
11237,UK,0.05,0.6,,
11238,UK,0.1,0.5,,
11239,UK,0.2,0.6,,
11240,UK,0.1,0.06,,
11241,UK,0.25,,0.285714,
11242,UK,0.1,0.6,,
11243,UK,0.25,,0.142857,0.04
11244,UK,0.5,0.6,,
11245,UK,0.1,0.1,,
11246,UK,0.1,0.6,,
11247,UK,0.25,,0.285714,
11248,UK,0.25,,0.285714,
11249,UK,0.1,0.1,,
11250,UK,0.4,0.5,,
11251,UK,0.3333,0.6,,
11252,UK,0.2,0.6,,
11253,UK,0.05,0.6,,
11254,UK,0.4,0.6,,
11255,UK,0.1,0.6,,
11256,UK,0.25,,0.285714,
11257,UK,0.1,0.7,,
11258,UK,0.25,,0.285714,
11259,UK,0.25,,0.342857,0.95
11260,UK,0.4,0.5,,
11261,UK,0.2,0.6,,
11262,UK,0.1,0.6,,
11263,UK,0.4,0.6,,
11264,UK,0.4,0.6,,
11265,UK,0.4,0.6,,
11266,UK,0.25,,0.285714,
11267,UK,0.4,0.1,,
11268,UK,0.2,0.5,,
11269,UK,0.1,0.6,,
11270,UK,0.1,0.6,,
11271,UK,0.4,0.6,,
11272,UK,0.25,,0.285714,
11273,UK,0.1,0.6,,
11274,UK,0.1,0.6,,
11275,UK,0.4,0.7,,
11276,UK,0.31,0.4,,
11277,UK,0.1,0.5,,
11278,UK,0.25,,0.285714,
11279,UK,0.25,,0.285714,
11280,UK,0.05,0.1,,
11281,UK,0.1,0.6,,
11282,UK,0.2,0.6,,
11283,UK,0.4,0.3,,
11284,UK,0.15,0.6,,
11285,UK,0.25,,0.5,0.5
11286,UK,0.25,,0.285714,
11287,UK,0.4,0.5,,
11288,UK,0.2,0.0,,
11289,UK,0.25,,0.285714,
11290,UK,0.25,,0.2,0.45
11291,UK,0.1,0.6,,
11292,UK,0.5,0.6,,
11293,UK,0.1,0.6,,
11294,UK,0.1,0.6,,
11295,UK,0.1,0.7,,
11296,UK,0.1,0.6,,
11297,UK,0.25,,0.285714,
11298,UK,0.4,0.1,,
11299,UK,0.4,0.66,,
11300,UK,0.1,0.6,,
11301,UK,0.4,0.6,,
11302,UK,0.2,0.6,,
11303,UK,0.4,0.5,,
11304,UK,0.08,0.6,,
11305,UK,0.25,,0.342857,0.2
11306,UK,0.8,0.6,,
11307,UK,0.25,,,
11308,UK,0.4,0.6,,
11309,UK,0.1,1.0,,
11310,UK,0.25,,0.257143,0.25
11311,UK,0.4,0.6,,
11312,UK,0.25,,0.285714,
11313,UK,0.25,,0.285714,
11314,UK,0.1,0.6,,
11315,UK,0.4,0.6,,
11316,UK,0.2,0.6,,
11317,UK,0.1,0.6,,
11318,UK,0.4,0.6,,
11319,UK,0.2,0.5,,
11320,UK,0.4,0.6,,
11321,UK,0.1,0.6,,
11322,UK,0.33,0.6,,
11323,UK,0.2,0.6,,
11324,UK,0.25,,0.285714,
11325,UK,0.2,0.6,,
11326,UK,0.1,0.6,,
11327,UK,0.2,0.6,,
11328,UK,0.3,0.6,,
11329,UK,0.05,0.4,,
11330,UK,0.25,,0.285714,
11331,UK,0.25,,0.285714,
11332,UK,0.15,0.06,,
11333,UK,0.5,0.6,,
11334,UK,0.05,0.1,,
11335,UK,0.25,,0.328571,0.2
11336,UK,0.1,0.7,,
11337,UK,0.5,0.6,,
11338,UK,0.1,0.5,,
11339,UK,0.25,,0.342857,0.04
11340,UK,0.25,,0.285714,
11341,UK,0.1,0.6,,
11342,UK,0.25,,0.285714,
11343,UK,0.25,,0.285714,
11344,UK,0.3,0.6,,
11345,UK,0.1,0.6,,
11346,UK,0.1,0.6,,
11347,UK,0.5,0.6,,
11348,UK,0.25,,0.285714,
11349,UK,0.25,,0.285714,
11350,UK,0.1,0.66,,
11351,UK,0.1,0.6,,
11352,UK,0.25,,0.285714,
11353,UK,0.1,0.3,,
11354,UK,0.2,0.6,,
11355,UK,0.25,,0.285714,
11356,UK,0.33,0.6,,
11357,UK,0.5,0.1,,
11358,UK,0.25,,0.428571,0.15
11359,UK,0.15,0.6,,
11360,UK,0.2,0.6,,
11361,UK,0.4,0.34,,
11362,UK,0.33,0.66,,
11363,UK,0.45,0.6,,
11364,UK,0.25,,0.285714,
11365,UK,0.04,0.6,,
11366,UK,0.25,,0.314286,0.2
11367,UK,0.2,0.7,,
11368,UK,0.25,,0.342857,0.4
11369,UK,0.2,0.2,,
11370,UK,0.4,0.6,,
11371,UK,0.5,1.0,,
11372,UK,0.25,,0.285714,
11373,UK,0.125,0.6,,
11374,UK,0.1,0.6,,
11375,UK,0.25,,0.285714,
11376,UK,0.1,0.6,,
11377,UK,0.2,0.6,,
11378,UK,0.8,0.6,,
11379,UK,0.2,0.6,,
11380,UK,0.4,0.6,,
11381,UK,0.25,,0.285714,
11382,UK,0.2,1.0,,
11383,UK,0.33,0.6,,
11384,UK,0.25,,0.285714,
11385,UK,0.4,0.02,,
11386,UK,0.25,,0.285714,
11387,UK,0.4,0.34,,
11388,UK,0.25,,0.142857,0.17
11389,UK,0.2,0.6,,
11390,UK,0.25,,0.285714,
11391,UK,0.4,0.5,,
11392,UK,0.4,0.6,,
11393,UK,0.6,0.14,,
11394,UK,0.25,,0.285714,
11395,UK,0.25,,0.342857,0.15
11396,UK,0.4,0.06,,
11397,UK,0.05,0.6,,
11398,UK,0.25,,0.5,0.2
11399,UK,0.25,,0.357143,0.05
11400,UK,0.1,0.5,,
11401,UK,0.25,,0.342857,0.25
11402,UK,0.25,,0.142857,0.16
11403,UK,0.1,0.6,,
11404,UK,0.4,0.6,,
11405,UK,0.005,0.66,,
11406,UK,0.25,,0.157143,0.33
11407,UK,0.25,,0.285714,
11408,UK,0.25,,0.314286,0.2
11409,UK,0.25,,0.328571,0.02
11410,UK,0.25,,0.285714,
11411,UK,0.04,0.6,,
11412,UK,0.25,,0.428571,0.1
11413,UK,0.2,0.5,,
